amenity,operator,geometry,capacity,addr:city,addr:housenumber,addr:street,location,brand,socket_type
charging_station,Evie Networks,POINT (145.154243 -36.784243),5.288250652741515,,,,,,Type 2 Combo
charging_station,Evie Networks,POINT (146.9750191 -37.9673797),5.288250652741515,,,,,,Type 2 Combo
charging_station,Evie Networks,POINT (145.0036062 -37.9062995),5.288250652741515,,,,,,Type 2 Combo
charging_station,,POINT (151.2690237 -27.179865),5.288250652741515,,,,,,Unknown
charging_station,Evie Networks,POINT (145.1825279 -38.0884048),5.288250652741515,,,,,,Type 2 Combo
charging_station,Chargefox,POINT (145.2184081 -37.9132563),5.288250652741515,,,,,,Unknown
charging_station,Jolt,POINT (145.2304685 -37.8986283),5.288250652741515,,,,,,Type 2 Combo
charging_station,Evie Networks,POINT (145.0187073 -38.4744469),5.288250652741515,,,,,,Type 2 Combo
charging_station,Jolt,POINT (151.2309416 -33.9610334),5.288250652741515,,,,,,Unknown
charging_station,BP Pulse,POINT (145.1603959 -37.7039707),5.288250652741515,,,,,BP Pulse,Unknown
charging_station,Jolt,POINT (145.2948225 -37.881819),5.288250652741515,,,,,,Type 2 Combo
charging_station,Chargefox,POINT (145.1243715 -38.1399996),5.288250652741515,,,,,,Type 2 Combo
charging_station,Chargefox,POINT (137.5292589 -33.0300262),5.288250652741515,,,,,,Unknown
charging_station,,POINT (137.7480411 -35.0849323),5.288250652741515,,,,,,Unknown
charging_station,,POINT (145.1183979 -37.5105817),1.0,,,,,,Unknown
charging_station,,POINT (144.3210427 -38.1975552),5.288250652741515,,,,,,Type 2 Combo
charging_station,BP Pulse,POINT (150.8593146 -33.9887792),2.0,,,,,BP Pulse,Unknown
charging_station,,POINT (115.7205327 -32.5305019),5.288250652741515,,,,,,Unknown
charging_station,Jolt,POINT (151.0650786 -33.7505332),1.0,,,,,,Unknown
charging_station,Evie Networks,POINT (143.3830103 -37.428802),5.288250652741515,,,,,,Type 2 Combo
charging_station,BP Pulse,POINT (150.9518073 -33.7671757),2.0,,,,,BP Pulse,Unknown
charging_station,Evie Networks,POINT (151.2433755 -33.7513075),4.0,,,,,,Unknown
charging_station,Evie Networks,POINT (150.9955859 -33.8521007),2.0,,,,,,Type 2 Combo
charging_station,,POINT (138.5130494 -34.8695824),1.0,,,,,,Unknown
charging_station,Evie Networks,POINT (151.2375612 -33.8885103),2.0,,,,,,Unknown
charging_station,Jolt,POINT (138.5134782 -34.8610146),5.288250652741515,,,,,Jolt,Unknown
charging_station,Evie Networks,POINT (142.394036 -36.2506357),5.288250652741515,,29,Jamouneau Street,,,Type 2 Combo
charging_station,Evie Networks,POINT (144.5624714 -37.4232451),5.288250652741515,,,,,,Type 2 Combo
charging_station,Chargefox,POINT (144.4645623 -38.1862324),2.0,,,,,,Unknown
charging_station,"Tesla, Inc.",POINT (145.218728 -37.9858932),5.288250652741515,,,,,Tesla Supercharger,Tesla Supercharger
charging_station,"Tesla, Inc.",POINT (145.0111517 -37.9071507),4.0,,,,,Tesla Supercharger,Unknown
charging_station,Evie Networks,POINT (144.7350086 -37.2775677),5.288250652741515,,,,,,Type 2 Combo
charging_station,,POINT (150.898387 -33.8504225),2.0,,,,,Engie,Unknown
charging_station,,POINT (145.0409495 -38.2730919),5.288250652741515,,,,,,Unknown
charging_station,Evie Networks,POINT (145.5140998 -37.6538335),2.0,,,,,,Type 2 Combo
charging_station,Chargefox,POINT (145.3737771 -37.656863),2.0,,,,,,Unknown
charging_station,Evie Networks,POINT (145.7111581 -37.1919518),2.0,,,,,,Type 2 Combo
charging_station,Chargefox,POINT (144.6590581 -38.2679563),5.288250652741515,,,,,,Unknown
charging_station,Evie Networks,POINT (145.3534525 -37.9082794),5.288250652741515,,,,,,Type 2 Combo
charging_station,Chargefox,POINT (145.0296259 -37.8555678),5.288250652741515,,,,,,Type 2 Combo
charging_station,,POINT (149.4397081 -35.2577259),5.288250652741515,,,,,,Unknown
charging_station,Chargefox,POINT (143.8237383 -37.5351644),7.0,,,,,,Unknown
charging_station,AmpCharge,POINT (151.0646034 -33.9047467),2.0,,,,,,Unknown
charging_station,"Tesla, Inc.",POINT (143.784678 -37.5429448),5.288250652741515,,,,,Tesla Supercharger,Unknown
charging_station,,POINT (151.0840316 -28.4137758),5.288250652741515,,,,,Ezy Charger,Unknown
charging_station,Jolt,POINT (138.6733784 -34.8792237),5.288250652741515,,,,,Jolt,Unknown
charging_station,Evie Networks,POINT (142.9297211 -37.2820317),5.288250652741515,,,,,,Type 2 Combo
charging_station,Evie Networks,POINT (145.0860961 -37.9103331),5.288250652741515,,,,,,Type 2 Combo
charging_station,,POINT (122.2412521 -17.9535876),5.288250652741515,,,,,,Unknown
charging_station,Evie Networks,POINT (131.0084993 -12.5064456),5.288250652741515,,,,,,Type 2 Combo
charging_station,AmpCharge,POINT (151.3214629 -33.4275068),5.288250652741515,,,,,,Unknown
charging_station,Pittwater RSL,POINT (151.2933539 -33.6777006),5.288250652741515,,80-82,Mona Vale Road,,,Unknown
charging_station,Evie Networks,POINT (145.032662 -37.7794587),5.288250652741515,,,,,,Type 2 Combo
charging_station,AmpCharge,POINT (150.6399463 -34.2817965),5.288250652741515,,,,,,Unknown
charging_station,AmpCharge,POINT (150.6364305 -34.2821859),5.288250652741515,,,,,,Unknown
charging_station,Electric Highway Tasmania,POINT (147.3119932 -42.9758665),5.288250652741515,,15,Channel Highway,,Electric Highway Tasmania,Type 2
charging_station,,POINT (150.4138196 -34.4880018),6.0,,,,,"Tesla, Inc.",Unknown
charging_station,Chargefox,POINT (144.6711485 -37.8965087),4.0,,,,,,Type 2 Combo
charging_station,,POINT (143.5931753 -38.3413412),5.288250652741515,,,,,,Type 2
charging_station,BP Pulse,POINT (145.2541767 -37.7985627),5.288250652741515,,,,,BP Pulse,Type 2 Combo
charging_station,AmpCharge,POINT (145.2963129 -37.8232059),5.288250652741515,,,,,,Type 2 Combo
charging_station,AmpCharge,POINT (144.7554035 -37.6940479),5.288250652741515,,,,,,Type 2 Combo
charging_station,"Tesla, Inc.",POINT (147.3397911 -35.1309893),6.0,,,,,Tesla Supercharger,Unknown
charging_station,Evie Networks,POINT (145.039637 -38.2242104),5.288250652741515,,,,,,Unknown
charging_station,Jolt,POINT (150.9165225 -33.6832925),1.0,,,,,,Unknown
charging_station,Chargefox,POINT (144.1403106 -37.3090229),5.288250652741515,,,,,,Type 2 Combo
charging_station,Chargefox,POINT (143.8945183 -37.4224534),5.288250652741515,,,,,,Type 2 Combo
charging_station,Evie Networks,POINT (144.9222367 -37.6770375),5.288250652741515,,,,,,Type 2 Combo
charging_station,,POINT (151.1038722 -33.9077366),2.0,,,,,,Unknown
charging_station,Chargefox,POINT (136.8033794 -31.2553855),1.0,,,,,,Unknown
charging_station,,POINT (135.7496446 -30.9677042),1.0,,,,,,Unknown
charging_station,Central Victorian Greenhouse Alliance,POINT (145.9448225 -38.4758989),5.288250652741515,,,,,Charging the Regions,Type 2 Combo
charging_station,Central Victorian Greenhouse Alliance,POINT (146.0128144 -38.5773347),5.288250652741515,,,,,Charging the Regions,Type 2 Combo
charging_station,Central Victorian Greenhouse Alliance,POINT (145.8256 -38.4327834),5.288250652741515,,,,,Charging the Regions,Type 2 Combo
charging_station,"Tesla, Inc.",POINT (144.9807906 -37.8683054),5.288250652741515,,,,,Tesla Supercharger,Tesla Supercharger
charging_station,,POINT (145.0686042 -37.7588379),5.288250652741515,,,,,,Unknown
charging_station,Bunnings,POINT (145.1281439 -37.7869143),5.288250652741515,,,,,,Type 2
charging_station,AmpCharge,POINT (150.8064303 -34.4857516),5.288250652741515,,,,,,Unknown
charging_station,Evie Networks,POINT (144.4522173 -37.2490363),5.288250652741515,,,,,,Type 2 Combo
charging_station,Evie Networks,POINT (146.6870107 -36.3580999),2.0,,,,,,Type 2 Combo
charging_station,Evie Networks,POINT (143.4745278 -37.0899146),5.288250652741515,,,,,,Type 2 Combo
charging_station,Evie Networks,POINT (145.953366 -38.1674817),5.288250652741515,,,,,,Type 2 Combo
charging_station,Jolt,POINT (145.266605 -37.8410374),5.288250652741515,,,,,Jolt,Unknown
charging_station,City of Gold Coast,POINT (153.4124115 -27.9603586),2.0,,,,,,Unknown
charging_station,Chargefox,POINT (145.0502541 -37.9369598),6.0,,,,,EVlink,Unknown
charging_station,Jolt,POINT (150.8513323 -33.7355105),2.0,,,,,,Unknown
charging_station,,POINT (145.8804055 -34.8063865),5.288250652741515,,,,,,Unknown
charging_station,Evie Networks,POINT (145.9842966 -36.5506276),5.288250652741515,,,,,,Type 2 Combo
charging_station,Evie Networks,POINT (144.2766532 -36.7569325),5.288250652741515,,,,,,Unknown
charging_station,"Tesla, Inc.",POINT (146.3265843 -36.3530438),5.288250652741515,,,,,Tesla Supercharger,Unknown
charging_station,"Tesla, Inc.",POINT (148.914061 -34.8436719),12.0,,,,,Tesla Supercharger,Tesla Supercharger
charging_station,"Tesla, Inc.",POINT (147.317546 -35.7226725),9.0,,,,,Tesla Supercharger,Tesla Supercharger
charging_station,RAA,POINT (138.614269 -33.8355095),5.288250652741515,,,,,,Unknown
charging_station,Chargefox,POINT (142.4848481 -38.3890481),5.288250652741515,,,,,,Type 2 Combo
charging_station,AmpCharge,POINT (145.1436383 -37.900927),5.288250652741515,,,,,,Type 2 Combo
charging_station,AmpCharge,POINT (150.6218055 -33.7655858),5.288250652741515,,,,,,Unknown
charging_station,AmpCharge,POINT (150.4520408 -33.7209721),5.288250652741515,,,,,,Unknown
charging_station,Chargefox,POINT (138.7502878 -34.597429),2.0,,,,,,Unknown
charging_station,Chargefox,POINT (118.2782104 -31.4824333),5.288250652741515,,,,,,Unknown
charging_station,Evie Networks,POINT (151.1220937 -34.029301),4.0,,,,,,Unknown
charging_station,Evie Networks,POINT (144.3249846 -38.3312269),5.288250652741515,,,,,,Type 2 Combo
charging_station,Evie Networks,POINT (145.0848785 -38.0083659),5.288250652741515,,,,,,Type 2 Combo
charging_station,Evie Networks,POINT (144.7099486 -36.923434),5.288250652741515,,,,,,Type 2 Combo
charging_station,Evie Networks,POINT (142.2386167 -38.3837032),2.0,,,,,,Unknown
charging_station,Evie Networks,POINT (150.43701 -34.4467455),5.288250652741515,,,,,,Type 2 Combo
charging_station,Evie Networks,POINT (150.9330041 -33.775792),5.288250652741515,,,,,,Type 2 Combo
charging_station,BP Pulse,POINT (150.9591384 -33.7127533),5.288250652741515,,,,,BP Pulse,Unknown
charging_station,Evie Networks,POINT (150.9761633 -33.7277947),5.288250652741515,,,,,,Type 2 Combo
charging_station,Evie Networks,POINT (146.8865974 -36.1216586),5.288250652741515,,,,,,Type 2 Combo
charging_station,Chargefox,POINT (137.5314002 -33.0265422),5.288250652741515,,,,,,Unknown
charging_station,Chargefox,POINT (136.9290812 -33.6851271),5.288250652741515,,,,,,Unknown
charging_station,Chargefox,POINT (138.1462203 -34.1860685),5.288250652741515,,,,,,Unknown
charging_station,Chargefox,POINT (138.6146999 -35.0195836),5.288250652741515,,,,,,Unknown
charging_station,Chargefox,POINT (135.4620227 -33.0472046),2.0,,,,,Chargefox,Type 2 Combo
charging_station,Chargefox,POINT (138.9943901 -34.4747077),5.288250652741515,,,,,,Unknown
charging_station,Chargefox,POINT (137.7599939 -32.490268),5.288250652741515,,,,,,Unknown
charging_station,Chargefox,POINT (134.1989642 -32.7975963),2.0,,,,,,Type 2 Combo
charging_station,Chargefox,POINT (139.8438335 -36.8391079),5.288250652741515,,,,,,Unknown
charging_station,Chargefox,POINT (140.9087627 -35.2610559),5.288250652741515,,,,,,Unknown
charging_station,Chargefox,POINT (139.9870005 -34.1817125),5.288250652741515,,,,,,Unknown
charging_station,Chargefox,POINT (139.6709899 -34.0366131),5.288250652741515,,,,,,Unknown
charging_station,Chargefox,POINT (138.6668488 -34.7187434),5.288250652741515,,,,,,Unknown
charging_station,Evie Networks,POINT (138.5956065 -34.7591516),5.288250652741515,,,,,,Unknown
charging_station,Chargefox,POINT (136.415446 -33.1460327),2.0,,,,,,Type 2 Combo
charging_station,Evie Networks,POINT (142.7810413 -37.0568641),5.288250652741515,,,,,,Type 2 Combo
charging_station,Evie Networks,POINT (147.9063048 -36.1956744),5.288250652741515,,,,,,Type 2 Combo
charging_station,Jolt,POINT (150.9281721 -33.7004394),2.0,,,,,,Unknown
charging_station,Chargefox,POINT (136.4172294 -33.1350807),2.0,,,,,,Type 2
charging_station,Central Victorian Greenhouse Alliance,POINT (146.082548 -38.6942826),5.288250652741515,,,,,Charging the Regions,Type 2 Combo
charging_station,Central Victorian Greenhouse Alliance,POINT (146.2008759 -38.6532191),5.288250652741515,,,,,Charging the Regions,Type 2 Combo
charging_station,"Tesla, Inc.",POINT (147.632675 -37.8244565),5.288250652741515,,,,,Tesla Supercharger,Tesla Supercharger
charging_station,Evie Networks,POINT (144.8928132 -37.7366668),5.288250652741515,,,,,,Type 2 Combo
charging_station,"Tesla, Inc.",POINT (146.9136376 -36.0790815),5.288250652741515,,,,,Tesla Supercharger,Unknown
charging_station,Chargefox,POINT (138.8335411 -32.973401),5.288250652741515,,,,,,Unknown
charging_station,Chargefox,POINT (140.7429382 -36.9570803),5.288250652741515,,,,,,Unknown
charging_station,Evie Networks,POINT (144.170628 -38.0473092),5.288250652741515,,,,,,Type 2 Combo
charging_station,Evie Networks,POINT (145.9436282 -38.4779021),5.288250652741515,,,,,,Type 2 Combo
charging_station,"Tesla, Inc.",POINT (142.7814323 -37.0546434),5.288250652741515,,,,,Tesla Supercharger,Unknown
charging_station,Evie Networks,POINT (145.2622369 -37.7907099),5.288250652741515,,,,,,Type 2 Combo
charging_station,,POINT (153.0644252 -26.4004039),5.288250652741515,,,Mary Street,,,Unknown
charging_station,Evie Networks,POINT (145.8255061 -38.4345088),5.288250652741515,,,,,,Type 2 Combo
charging_station,Chargefox,POINT (121.7806754 -32.195829),5.288250652741515,,,,,,Type 2 Combo
charging_station,Evie Networks,POINT (145.6132606 -37.7808512),5.288250652741515,,,,,,Type 2 Combo
charging_station,Chargefox,POINT (145.3542395 -37.9101188),6.0,,,,,,Type 2
charging_station,Evie Networks,POINT (141.1829709 -35.2632634),5.288250652741515,,,,,,Type 2 Combo
charging_station,Evie Networks,POINT (150.8051711 -34.0720222),5.288250652741515,,,,,,Type 2 Combo
charging_station,AmpCharge,POINT (150.8651092 -33.9555586),5.288250652741515,,,,,,Unknown
charging_station,Chargefox,POINT (150.9995054 -33.792786),5.288250652741515,,,,,,Type 2
charging_station,"Tesla, Inc.",POINT (153.5443699 -28.1737957),5.288250652741515,,,,,Tesla Supercharger,Unknown
charging_station,AmpCharge,POINT (150.7408388 -33.745528),5.288250652741515,,,,,,Type 2 Combo
charging_station,BP Pulse,POINT (150.6922171 -33.7435121),5.288250652741515,,,,,BP Pulse,Type 2 Combo
charging_station,Evie Networks,POINT (144.9791857 -37.4138766),5.288250652741515,,,,,,Type 2 Combo
charging_station,"Tesla, Inc.",POINT (152.8271948 -31.4573909),6.0,,,,,Tesla Supercharger,Tesla Supercharger
charging_station,"Tesla, Inc.",POINT (145.0419354 -37.8452917),12.0,,,,,Tesla Supercharger,Tesla Supercharger
charging_station,"Tesla, Inc.",POINT (144.99606 -37.8391816),5.288250652741515,,,,,Tesla Supercharger,Unknown
charging_station,,POINT (144.8665448 -37.686614),5.288250652741515,,,,,,Type 2 Combo
charging_station,Evie Networks,POINT (144.7411195 -37.7554782),2.0,,,,,,Type 2 Combo
charging_station,"Tesla, Inc.",POINT (144.9474012 -37.2863602),6.0,,,,,Tesla Supercharger,Tesla Supercharger
charging_station,AmpCharge,POINT (150.8447937 -33.7161538),5.288250652741515,,,,,,Type 2 Combo
charging_station,,POINT (117.3567421 -34.9603265),5.288250652741515,,,,,,Unknown
charging_station,,POINT (151.1724187 -33.814086),1.0,,,,,,Unknown
charging_station,Chargefox,POINT (145.120603 -37.8193923),4.0,,,,,Engie,Type 2 Combo
charging_station,Evie Networks,POINT (151.6616905 -32.9635572),4.0,,,,,,Unknown
charging_station,Evie Networks,POINT (143.6692158 -38.7582509),5.288250652741515,,,,,,Type 2 Combo
charging_station,,POINT (151.6394417 -32.8119859),5.288250652741515,,,,,,Unknown
charging_station,,POINT (152.9724342 -30.6267085),5.288250652741515,,,,,,Unknown
charging_station,Central Victorian Greenhouse Alliance,POINT (146.2049592 -38.8112214),5.288250652741515,,,,,Charging the Regions,Type 2 Combo
charging_station,Central Victorian Greenhouse Alliance,POINT (146.1548714 -38.4004937),5.288250652741515,,,,,Charging the Regions,Type 2 Combo
charging_station,Central Victorian Greenhouse Alliance,POINT (145.3598536 -36.394603),5.288250652741515,,,,,Charging the Regions,Type 2 Combo
charging_station,Chargefox,POINT (145.2262264 -36.4403466),5.288250652741515,,,,,,Type 2 Combo
charging_station,Chargefox,POINT (147.2771317 -36.8616367),22.0,,,,,,Type 2
charging_station,Jolt,POINT (145.0415494 -37.9563505),5.288250652741515,,,,,,Type 2 Combo
charging_station,Chargefox,POINT (145.290863 -38.1496782),5.288250652741515,,,,,,Type 2
charging_station,,POINT (144.294362 -36.7533323),2.0,,,,,,Type 2 Combo
charging_station,,POINT (144.7520377 -37.805075),5.288250652741515,,,,,,Type 2 Combo
charging_station,,POINT (145.1633681 -37.902775),5.288250652741515,,,,,,Type 2 Combo
charging_station,Chargefox,POINT (144.5546647 -38.1892051),5.288250652741515,,,,,,Type 2 Combo
charging_station,,POINT (146.6859357 -36.3550727),6.0,,,,,,Unknown
charging_station,Evie Networks,POINT (141.6027913 -38.3466301),5.288250652741515,,,,,,Type 2 Combo
charging_station,Evie Networks,POINT (141.1831081 -35.2635176),5.288250652741515,,,,,,Type 2 Combo
charging_station,Chargefox,POINT (145.1648273 -37.8751244),5.288250652741515,,,,,Jetcharge,Type 2
charging_station,Evie Networks,POINT (145.3153884 -37.8561038),5.288250652741515,,,,,,Type 2 Combo
charging_station,Evie Networks,POINT (143.5853794 -38.3407944),5.288250652741515,,,,,,Type 2 Combo
charging_station,Chargefox,POINT (145.1349761 -38.1517841),5.288250652741515,,,,,,Type 2 Combo
charging_station,Evie Networks,POINT (144.8943248 -37.8023621),5.288250652741515,,,,,,Type 2 Combo
charging_station,Chargefox,POINT (133.6729103 -32.1262255),5.288250652741515,,,,,,Type 2 Combo
charging_station,Jolt,POINT (151.3200519 -33.5970633),1.0,,,,,,Unknown
charging_station,Jolt,POINT (150.8865473 -33.9579982),5.288250652741515,,,,,,Type 2 Combo
charging_station,Evie Networks,POINT (150.7354796 -34.0418122),5.288250652741515,,,,,,Type 2 Combo
charging_station,AmpCharge,POINT (145.0017197 -37.9448505),5.288250652741515,,,,,,Unknown
charging_station,,POINT (128.7404505 -15.7790416),5.288250652741515,,,,,,Unknown
charging_station,Chargefox,POINT (151.2533392 -33.8850206),5.288250652741515,,,,,,Unknown
charging_station,"Tesla, Inc.",POINT (142.1405924 -34.2098649),4.0,,,,,Tesla Supercharger,Tesla Supercharger
charging_station,"Tesla, Inc.",POINT (149.0954226 -33.283593),5.288250652741515,,,,,Tesla Supercharger,Unknown
charging_station,"Tesla, Inc.",POINT (148.2390905 -20.0012612),5.288250652741515,,,,,Tesla Supercharger,Unknown
charging_station,"Tesla, Inc.",POINT (117.8806315 -35.0279576),6.0,,,,,Tesla Supercharger,Unknown
charging_station,Chargefox,POINT (117.8807495 -35.028186),4.0,,,,,WA EV Network,Unknown
charging_station,,POINT (115.8931772 -32.0077385),2.0,,,,,Tritium,Unknown
charging_station,,POINT (115.763156 -32.041319),5.288250652741515,,,,,EVlink,Unknown
charging_station,Chargefox,POINT (145.2821557 -38.1089192),5.288250652741515,,,,,,Type 2 Combo
charging_station,Exploren,POINT (151.2358502 -33.884478),1.0,,,,,,Unknown
charging_station,,POINT (146.2710916 -20.0783899),5.288250652741515,,,,,,Unknown
charging_station,,POINT (146.1631112 -18.6444937),5.288250652741515,,,,,,Unknown
charging_station,,POINT (146.7598752 -19.2785384),5.288250652741515,,,,,,Unknown
charging_station,Chargefox,POINT (145.0390668 -38.2183773),5.288250652741515,,,,,,Type 2
charging_station,,POINT (144.6988225 -37.8343178),2.0,,,,,EVLink,Type 2
charging_station,Chargefox,POINT (144.9640885 -37.806177),5.288250652741515,,,,,,Type 2 Combo
charging_station,"Tesla, Inc.",POINT (151.7421054 -32.7638346),12.0,,,,,Tesla Supercharger,Tesla Supercharger
charging_station,Chargefox,POINT (150.8058677 -34.0716189),4.0,,,,,,Type 2
charging_station,Chargefox,POINT (151.07722 -33.8546447),2.0,,,,,Engie,Type 2 Combo
charging_station,,POINT (151.2514691 -33.8884752),1.0,,,,,,Unknown
charging_station,,POINT (151.2373913 -33.8845141),5.288250652741515,,,,,,Unknown
